"","...1","X","Barcode","contig","Region","Type","From","To","Most_smimilar_known_cluster_name","Most_smimilar_known_cluster_type","Similarity_pct","Assembly","kort_navn","Domain","Phylum","Class","Order","Family","Genus","Species","Species_name","duplicate_kort_navn","Species_name_new"
"81",81,271,20,4,7.6,"NRPS-like,betalactone",2854687,2921954,"lipstatin","NRP",42,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"82",82,272,20,5,8.1,"NI-siderophore",227182,243366,"schizokinen","Other",20,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"83",83,273,20,5,8.2,"T1PKS,NRPS-like",286052,377182,"naphthomycin A","Polyketide",62,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"84",84,274,20,5,8.3,"RiPP-like",599284,608743,"Unknown","Unknown",0,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"85",85,275,20,5,8.4,"NRPS,lanthipeptide-class-ii",608837,662622,"Unknown","Unknown",0,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"86",86,276,20,5,8.5,"terpene",738064,757867,"geosmin","Terpene",100,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"87",87,277,20,5,8.6,"terpene",1083713,1109801,"hopene","Terpene",61,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"88",88,278,20,5,8.7,"T3PKS,terpene,T1PKS,hglE-KS",1131747,1240869,"hexacosalactone A","Other",18,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"89",89,279,20,5,8.8,"NAPAA",1527415,1561293,"streptonigrin","Other",16,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"90",90,280,20,5,8.9,"terpene",1621202,1641143,"monensin","Polyketide",5,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"91",91,281,20,5,8.1,"melanin",1649827,1658712,"melanin","Other",100,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"92",92,282,20,5,8.11,"melanin",1670562,1680960,"saframycin A/saframycin B","NRP",4,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"93",93,283,20,5,8.12,"NI-siderophore",1761243,1774485,"lavendiol","Polyketide",6,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"94",94,284,20,5,8.13,"T3PKS",1806837,1843593,"alkylresorcinol","Polyketide",100,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"95",95,285,20,5,8.14,"terpene",1923739,1943776,"Unknown","Unknown",0,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"96",96,286,20,5,8.15,"CDPS",1966514,1987230,"desulfoclethramycin/clethramycin","Other",10,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"97",97,287,20,5,8.16,"terpene",1999161,2037415,"ebelactone","Polyketide",5,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"98",98,288,20,5,8.17,"thiopeptide,LAP",2319168,2349008,"lactazole","RiPP:Thiopeptide",66,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"99",99,289,20,5,8.18,"lanthipeptide-class-iii",2381965,2404598,"SapB","RiPP:Lanthipeptide",100,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"100",100,290,20,5,8.19,"T3PKS,PKS-like,T1PKS,other",2592829,2673241,"A-503083 A/A-503083 B/A-503083 E/A-503083 F","NRP",5,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"101",101,291,20,5,8.2,"terpene",2760777,2781880,"Unknown","Unknown",0,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"102",102,292,20,6,9.1,"CDPS",121386,14155,"BD-12","NRP",10,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"103",103,293,20,6,9.2,"T1PKS",636495,706541,"4-Z-annimycin","Polyketide",77,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"104",104,294,20,7,10.1,"betalactone,NRPS,T1PKS,other,T2PKS,butyrolactone",1,192126,"polyoxypeptin","NRP+Polyketide",54,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"105",105,295,20,9,12.1,"thioamitides",3669,20704,"Unknown","Unknown",0,"barcode20","(i19)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i19)",FALSE,"Streptomyces (i19)"
"106",106,360,22,1,1.1,"lanthipeptide-class-i",426927,451433,"Unknown","Unknown",0,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"107",107,361,22,1,1.2,"NRPS-like,T1PKS,NRPS",588121,647831,"oxazolepoxidomycin A","NRP+Polyketide",20,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"108",108,362,22,1,1.3,"phosphonate",1292725,1320087,"naphthomycin A","Polyketide",9,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"109",109,363,22,13,5.1,"PKS-like,butyrolactone,LAP,thiopeptide",38513,80992,"lactazole","RiPP:Thiopeptide",22,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"110",110,364,22,2,9.1,"butyrolactone",656172,667146,"neocarzinostatin","Polyketide:Iterative type I polyketide+Polyketide:Enediyne type I polyketide",6,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"111",111,365,22,2,9.2,"T1PKS,NRPS",719317,783897,"coelichelin","NRP",72,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"112",112,366,22,2,9.3,"NRPS-like,NRPS",840235,908072,"JBIR-126","NRP",92,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"113",113,367,22,2,9.4,"PKS-like,T2PKS",1211996,1315841,"spore pigment","Polyketide",66,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"114",114,368,22,2,9.5,"NRP-metallophore,NRPS",1656260,1725621,"paenibactin","NRP",83,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"115",115,369,22,2,9.6,"lanthipeptide-class-iv",1988812,2011490,"venezuelin","RiPP:Lanthipeptide",100,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"116",116,370,22,2,9.7,"thiopeptide",2028730,2058998,"lactazole","RiPP:Thiopeptide",55,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"117",117,371,22,3,10.1,"RiPP-like",3951,1567,"lactazole","RiPP:Thiopeptide",22,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"118",118,372,22,3,10.2,"NRPS,NRPS-like,terpene",43271,90888,"antipain","NRP",100,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"119",119,373,22,3,10.3,"NAPAA,CDPS",170332,224774,"e-Poly-L-lysine","NRP",100,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"120",120,374,22,3,10.4,"T3PKS",271886,312948,"alkylresorcinol","Polyketide",100,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"121",121,375,22,3,10.5,"NI-siderophore",388361,400613,"Unknown","Unknown",0,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"122",122,376,22,3,10.6,"melanin",474027,501257,"istamycin","Saccharide",4,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"123",123,377,22,3,10.7,"terpene",595457,615609,"2-methylisoborneol","Terpene",100,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"124",124,378,22,3,10.8,"terpene,lanthipeptide-class-iii",679181,711943,"SapB","RiPP:Lanthipeptide",100,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"125",125,379,22,3,10.9,"NRPS-like",755642,79629,"lipstatin","NRP",42,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"126",126,380,22,3,10.1,"oligosaccharide,T2PKS,other,PKS-like",1010505,1103065,"komodoquinone B","Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide",73,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"127",127,381,22,3,10.11,"NRPS",1319803,1406391,"leupeptin Pr/leupeptin Ac","NRP",100,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"128",128,382,22,3,10.12,"hglE-KS,T1PKS",1447601,1499082,"hexacosalactone A","Other",9,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"129",129,383,22,3,10.13,"terpene",1653757,1680398,"hopene","Terpene",61,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"130",130,384,22,3,10.14,"terpene",2022534,2044750,"toxoflavin/fervenulin","Other",10,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"131",131,385,22,3,10.15,"RiPP-like",2154584,2165936,"Unknown","Unknown",0,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"132",132,386,22,3,10.16,"NI-siderophore",2397303,2412287,"schizokinen","Other",20,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"133",133,387,22,4,11.1,"NRPS,transAT-PKS,PKS-like,butyrolactone",104879,231599,"virginiamycin S1","NRP+Polyketide",88,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"134",134,388,22,4,11.2,"cyanobactin",246204,268753,"Unknown","Unknown",0,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"135",135,389,22,4,11.3,"lanthipeptide-class-iii,RiPP-like",272696,295206,"pristinin A3","RiPP",11,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"136",136,390,22,5,12.1,"NI-siderophore",873493,885274,"desferrioxamin B","Other",100,"barcode22","(i21)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces virginiae_A","Streptomyces virginiae_A",TRUE,"Streptomyces virginiae_A (i21)"
"137",137,475,25,1,1.1,"guanidinotides",198369,221908,"Unknown","Unknown",0,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"138",138,476,25,2,2.1,"terpene,proteusin",27956,65642,"gentamicin","Saccharide",3,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"139",139,477,25,2,2.2,"NRPS-like,T1PKS",117622,164405,"meilingmycin","Polyketide",4,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"140",140,478,25,2,2.3,"T1PKS",190607,23495,"clavulanic acid","Other:Non-NRP beta-lactam",8,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"141",141,479,25,2,2.4,"thiopeptide,LAP",528318,575384,"lactazole","RiPP:Thiopeptide",55,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"142",142,480,25,2,2.5,"T2PKS,NRPS-like",637005,716066,"spore pigment","Polyketide",66,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"143",143,481,25,2,2.6,"NI-siderophore",780053,791585,"Unknown","Unknown",0,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"144",144,482,25,2,2.7,"melanin,terpene",857783,897871,"melanin","Other",100,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"145",145,483,25,2,2.8,"RiPP-like",1090269,1100323,"Unknown","Unknown",0,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"146",146,484,25,2,2.9,"NRPS,lanthipeptide-class-iv,PKS-like",1137418,1218551,"cadaside A/cadaside B","NRP",9,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"147",147,485,25,2,2.1,"terpene",1293272,1319119,"hopene","Terpene",61,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
"148",148,486,25,2,2.11,"NRPS",1597771,1658914,"cyclofaulknamycin","Polyketide",62,"barcode25","(i24)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i24)",FALSE,"Streptomyces (i24)"
